Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Alex Oxlade-Chamberlain,LW,11.0,0,0,0.0,0.0,0.1,1,0,1,0,0,0,0,0,0,2017,0.5,Forward,PL
Mohamed Salah,RW,90.0,1,0,0.8,0.8,0.1,4,1,0,3,2,0,1,0,0,2017,15.0,Forward,PL
Pascal Groß,FW,90.0,0,0,0.2,0.2,0.0,1,0,1,0,5,1,0,0,0,2017,1.0,Forward,PL
Dwight Gayle,FW,19.0,0,0,0.1,0.1,0.0,1,1,0,0,0,0,0,0,0,2017,3.0,Forward,PL
Christian Atsu,LW,90.0,0,0,0.2,0.2,0.0,2,1,0,1,3,0,0,0,0,2017,3.5,Forward,PL
Matt Ritchie,RW,90.0,0,0,0.1,0.1,0.2,3,1,0,2,8,0,1,0,0,2017,4.5,Forward,PL
Alexandre Lacazette,FW,83.0,2,0,1.4,0.6,0.0,3,1,0,2,0,0,1,0,0,2017,24.5,Forward,PL
Olivier Giroud,FW,7.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Jay Rodriguez,FW,90.0,0,0,1.0,1.0,0.0,5,2,1,1,0,0,1,0,0,2017,6.0,Forward,PL
Harry Kane,FW,87.0,2,0,1.0,1.0,0.0,7,3,0,1,2,1,0,0,0,2017,29.5,Forward,PL
Son Heung-min,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Dele Alli,LW,90.0,0,0,0.6,0.6,0.2,3,0,1,1,0,2,2,1,0,2017,1.5,Forward,PL
Christian Eriksen,RW,75.0,0,0,0.0,0.0,0.7,1,1,0,1,4,0,1,0,0,2017,3.5,Forward,PL
Moussa Sissoko,RW,15.0,1,0,0.4,0.4,0.0,2,2,0,0,0,0,0,0,0,2017,15.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.1,0.1,0.0,1,0,0,1,1,0,0,0,0,2017,1.5,Forward,PL
Kelechi Iheanacho,FW,21.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2017,1.0,Forward,PL
Jesse Lingard,RW,24.0,0,0,0.0,0.0,0.0,1,0,0,1,0,3,0,0,0,2017,3.0,Forward,PL
Anthony Martial,LW,18.0,0,1,0.1,0.1,0.8,2,1,0,2,2,1,1,0,0,2017,9.5,Forward,PL
Jeffrey Schlupp,LW,68.0,0,0,0.1,0.1,0.0,2,0,1,0,2,0,1,0,0,2017,1.5,Forward,PL
James McArthur,LW,22.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,2017,0.5,Forward,PL
Andros Townsend,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,1,4,2,2,0,0,2017,3.0,Forward,PL
Javier Hernández,FW,78.0,0,0,0.0,0.0,0.0,0,0,0,3,1,0,0,0,0,2017,1.0,Forward,PL
Andy Carroll,FW,90.0,0,0,0.2,0.2,0.0,6,1,5,1,2,0,0,1,0,2017,-1.5,Forward,PL
Arthur Masuaku,LW,12.0,0,1,0.0,0.0,0.3,0,0,0,1,2,0,1,0,0,2017,6.5,Forward,PL
Michail Antonio,RW,90.0,0,0,0.0,0.0,0.0,1,1,1,1,3,2,0,0,0,2017,3.0,Forward,PL
Tammy Abraham,FW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,0,0,0,0,0,2017,2.0,Forward,PL
Shane Long,FW,90.0,0,1,0.5,0.5,0.2,4,2,2,2,1,0,1,0,0,2017,9.5,Forward,PL
Nathan Redmond,LW,67.0,0,0,0.4,0.4,0.0,2,0,1,0,2,0,0,0,0,2017,1.0,Forward,PL
Sofiane Boufal,LW,29.0,0,0,0.0,0.0,0.1,0,0,0,0,3,0,0,0,0,2017,1.0,Forward,PL
Richarlison,FW,90.0,1,1,0.5,0.5,0.1,7,2,1,5,3,1,0,0,0,2017,22.0,Forward,PL
Troy Deeney,FW,90.0,0,0,0.0,0.0,0.2,0,0,0,0,0,2,0,0,0,2017,2.0,Forward,PL
Willian,FW,55.0,0,0,0.0,0.0,0.0,0,0,0,4,1,0,0,0,0,2017,1.0,Forward,PL
Pedro,LW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Michy Batshuayi,FW,17.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Gabriel Jesus,FW,90.0,0,1,0.2,0.2,0.1,3,1,2,1,1,1,0,0,0,2017,7.5,Forward,PL
İlkay Gündoğan,LW,6.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2017,1.0,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.1,0.1,0.3,2,0,2,2,4,1,1,0,0,2017,1.0,Forward,PL
Alexandre Lacazette,FW,71.0,0,0,0.4,0.4,0.2,4,1,2,2,0,0,0,0,0,2017,2.5,Forward,PL
Olivier Giroud,FW,19.0,0,0,0.1,0.1,0.0,1,0,1,0,0,1,0,0,0,2017,1.0,Forward,PL
Glenn Murray,FW,14.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,2017,0.5,Forward,PL
Solly March,RW,72.0,0,0,0.0,0.0,0.0,1,0,0,0,5,0,2,0,0,2017,2.5,Forward,PL
Ezequiel Schelotto,RW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,2017,1.0,Forward,PL
Oumar Niasse,FW,82.0,0,0,0.3,0.3,0.0,4,1,3,0,2,0,0,0,0,2017,1.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.1,0.1,0.1,3,2,4,0,0,0,0,1,0,2017,-0.5,Forward,PL
Gylfi Sigurðsson,LW,90.0,0,0,0.3,0.3,0.4,3,1,0,0,10,0,0,0,0,2017,4.0,Forward,PL
Tom Davies,RW,21.0,0,0,0.1,0.1,0.0,2,0,1,0,1,0,0,0,0,2017,1.0,Forward,PL
Chris Wood,FW,90.0,0,0,0.0,0.0,0.0,1,1,2,2,1,0,0,0,0,2017,1.0,Forward,PL
Jeff Hendrick,FW,88.0,1,0,0.2,0.2,0.0,1,1,2,1,1,0,0,0,0,2017,11.0,Forward,PL
Ashley Barnes,FW,2.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,2017,0.5,Forward,PL
Robbie Brady,RW,90.0,0,0,0.0,0.0,0.0,1,0,1,1,7,1,0,0,0,2017,1.0,Forward,PL
Dwight Gayle,FW,11.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,2017,-1.0,Forward,PL
Roberto Firmino,FW,16.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,2017,0.5,Forward,PL
Sadio Mané,LW,74.0,0,0,0.2,0.2,0.0,2,0,0,3,2,2,0,0,0,2017,3.0,Forward,PL
Dominic Solanke,LW,16.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2017,0.5,Forward,PL
Mohamed Salah,RW,84.0,0,0,0.3,0.3,0.1,1,0,0,1,4,0,1,0,0,2017,2.0,Forward,PL
Alex Oxlade-Chamberlain,RW,6.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2017,1.5,Forward,PL
Roberto Firmino,FW,87.0,0,0,0.1,0.1,0.6,3,1,1,1,5,2,0,0,0,2017,4.0,Forward,PL
Gabriel Jesus,FW,63.0,2,0,0.9,0.9,0.0,2,2,0,0,0,0,0,0,0,2017,25.0,Forward,PL
Bernardo Silva,FW,27.0,1,0,0.3,0.3,0.0,1,1,0,0,1,0,0,0,0,2017,13.0,Forward,PL
Raheem Sterling,RW,90.0,1,2,0.8,0.8,0.5,3,1,1,2,2,0,1,0,0,2017,23.5,Forward,PL
Tammy Abraham,FW,90.0,2,0,1.4,1.4,0.0,3,3,1,0,1,0,0,0,0,2017,26.0,Forward,PL
Jordan Ayew,LW,90.0,0,1,0.3,0.3,0.0,3,1,4,2,1,1,1,0,0,2017,6.0,Forward,PL
Wilfried Zaha,FW,90.0,1,0,0.5,0.5,0.2,3,2,1,0,0,1,0,0,0,2017,15.0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.1,0.1,0.2,4,1,0,3,6,1,1,0,0,2017,5.5,Forward,PL
Michy Batshuayi,FW,57.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,2017,0.5,Forward,PL
Pedro,LW,33.0,0,0,0.1,0.1,0.0,2,2,1,1,1,0,0,0,0,2017,4.0,Forward,PL
Willian,RW,65.0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,1,0,0,2017,2.0,Forward,PL
Chris Wood,FW,90.0,1,0,0.3,0.3,0.1,2,2,3,2,0,0,0,1,0,2017,10.0,Forward,PL
Jóhann Berg Guðmundsson,RW,45.0,0,1,0.1,0.1,0.2,3,0,1,0,4,0,0,0,0,2017,6.5,Forward,PL
Jeff Hendrick,FW,45.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2017,1.5,Forward,PL
Robbie Brady,RW,90.0,0,0,0.1,0.1,0.2,3,1,0,2,9,1,0,0,0,2017,4.5,Forward,PL
Andy Carroll,FW,26.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,1,2017,-8.0,Forward,PL
Javier Hernández,FW,75.0,0,0,0.0,0.0,0.3,0,0,0,2,1,0,1,0,0,2017,1.5,Forward,PL
Michail Antonio,RW,90.0,1,0,1.0,1.0,0.0,4,4,3,1,3,0,1,0,0,2017,16.5,Forward,PL
Arthur Masuaku,LW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Harry Kane,FW,85.0,0,0,0.7,0.7,0.0,6,3,1,1,0,1,0,0,0,2017,8.0,Forward,PL
Joshua King,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,2,1,0,0,0,0,2017,1.5,Forward,PL
Dan Gosling,FW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Richarlison,FW,90.0,0,0,0.1,0.1,0.0,3,0,3,2,3,1,2,0,0,2017,1.0,Forward,PL
Andre Gray,FW,63.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2017,0.0,Forward,PL
Troy Deeney,FW,27.0,1,0,0.8,0.0,0.1,1,0,0,0,0,0,0,0,0,2017,11.5,Forward,PL
Roberto Pereyra,FW,81.0,0,0,0.1,0.1,0.0,1,0,0,2,1,2,0,0,0,2017,2.5,Forward,PL
Étienne Capoue,FW,9.0,0,0,0.2,0.2,0.0,2,0,0,0,0,0,0,0,0,2017,2.0,Forward,PL
Alexandre Lacazette,FW,68.0,0,0,0.0,0.0,0.0,0,0,0,1,2,1,0,0,0,2017,1.5,Forward,PL
Olivier Giroud,FW,22.0,0,0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,2017,2.0,Forward,PL
Danny Welbeck,LW,61.0,0,0,0.0,0.0,0.2,0,0,1,1,0,1,0,0,0,2017,0.5,Forward,PL
Mesut Özil,LW,29.0,0,0,0.3,0.3,0.2,1,1,2,1,2,0,1,0,0,2017,1.5,Forward,PL
Alex Iwobi,RW,90.0,0,0,0.2,0.2,0.4,1,1,0,0,3,1,0,0,0,2017,3.5,Forward,PL
Glenn Murray,FW,85.0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,0,0,0,2017,-2.0,Forward,PL
Pascal Groß,FW,90.0,0,1,0.0,0.0,0.3,0,0,1,3,12,1,0,0,0,2017,5.5,Forward,PL
Dominic Calvert-Lewin,LW,90.0,0,0,0.4,0.4,0.1,3,2,0,2,0,0,1,0,0,2017,6.0,Forward,PL
Shane Long,FW,82.0,0,0,0.1,0.1,0.0,2,0,0,3,1,0,0,0,0,2017,2.0,Forward,PL
Dwight Gayle,FW,22.0,0,0,0.1,0.1,0.0,1,0,0,1,1,0,0,0,0,2017,1.5,Forward,PL
Ayoze Pérez,FW,63.0,1,0,0.1,0.1,0.1,2,2,3,0,2,0,2,0,0,2017,13.0,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.2,0.2,0.0,1,0,1,4,2,0,0,0,0,2017,0.5,Forward,PL
Kelechi Iheanacho,FW,74.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,1,0,2017,-2.0,Forward,PL
Jay Rodriguez,RW,84.0,0,0,0.0,0.0,0.0,0,0,0,2,1,1,1,0,0,2017,2.0,Forward,PL
Javier Hernández,FW,90.0,0,0,0.1,0.1,0.0,3,0,1,3,0,1,0,1,0,2017,0.0,Forward,PL
Michail Antonio,RW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,9,0,1,0,0,2017,2.0,Forward,PL
Glenn Murray,FW,90.0,2,0,1.2,0.4,0.0,3,3,7,2,0,0,0,0,0,2017,20.0,Forward,PL
Pascal Groß,FW,76.0,0,1,0.0,0.0,0.1,0,0,1,1,3,2,1,0,0,2017,6.5,Forward,PL
Michy Batshuayi,FW,29.0,2,0,0.7,0.7,0.0,4,2,0,0,0,0,0,0,0,2017,26.0,Forward,PL
Pedro,RW,86.0,1,1,0.1,0.1,0.2,3,1,1,2,4,2,1,0,0,2017,19.5,Forward,PL
Willian,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,2017,1.0,Forward,PL
Troy Deeney,FW,80.0,0,0,0.1,0.1,0.0,1,0,1,1,0,1,1,0,0,2017,1.5,Forward,PL
Christian Atsu,LW,90.0,0,0,0.1,0.1,0.0,2,0,0,1,3,0,0,0,0,2017,2.0,Forward,PL
Matt Ritchie,RW,90.0,0,0,0.0,0.0,0.0,1,0,2,2,7,0,1,0,0,2017,0.0,Forward,PL
Wilfried Zaha,FW,77.0,0,0,0.1,0.1,0.0,1,0,2,2,1,0,0,0,0,2017,-0.5,Forward,PL
Andros Townsend,FW,90.0,0,0,0.0,0.0,0.2,1,0,0,2,7,1,0,0,0,2017,2.0,Forward,PL
Tammy Abraham,FW,90.0,0,0,0.2,0.2,0.0,3,1,1,1,0,0,0,0,0,2017,3.0,Forward,PL
Jordan Ayew,LW,90.0,0,1,0.0,0.0,0.2,1,1,0,2,2,1,0,0,0,2017,8.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.5,0.5,0.2,2,2,0,0,3,1,0,0,0,2017,5.5,Forward,PL
Marc Albrighton,LW,90.0,0,0,0.3,0.3,0.1,2,1,2,0,5,0,1,0,0,2017,2.0,Forward,PL
Riyad Mahrez,RW,87.0,0,1,0.0,0.0,0.9,1,1,0,1,4,0,1,0,0,2017,8.5,Forward,PL
Demarai Gray,RW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Chris Wood,FW,20.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2017,1.5,Forward,PL
Ashley Barnes,FW,70.0,0,0,0.0,0.0,0.1,1,0,2,1,0,0,0,1,0,2017,-2.5,Forward,PL
Jeff Hendrick,FW,71.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Junior Stanislas,LW,90.0,1,1,0.8,0.0,0.1,0,0,1,1,5,1,0,0,0,2017,15.5,Forward,PL
Lys Mousset,FW,62.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,2017,0.5,Forward,PL
Jordon Ibe,RW,87.0,0,0,0.2,0.2,0.0,2,1,0,4,1,0,0,0,0,2017,3.5,Forward,PL
Anthony Martial,LW,45.0,0,0,0.0,0.0,0.0,0,0,2,0,0,0,0,1,0,2017,-3.0,Forward,PL
Marcus Rashford,LW,45.0,1,0,0.2,0.2,0.0,1,1,1,1,2,1,0,0,0,2017,12.5,Forward,PL
Juan Mata,RW,45.0,0,0,0.0,0.0,0.1,0,0,0,2,2,0,0,0,0,2017,1.0,Forward,PL
Henrikh Mkhitaryan,RW,45.0,0,0,0.0,0.0,0.1,0,0,1,1,1,0,0,0,0,2017,0.0,Forward,PL
Sofiane Boufal,FW,9.0,1,0,0.1,0.1,0.2,1,1,0,1,1,0,0,0,0,2017,13.0,Forward,PL
Shane Long,RW,81.0,0,0,0.4,0.4,0.0,2,1,1,1,3,2,0,0,0,2017,3.5,Forward,PL
Jay Rodriguez,RW,90.0,0,0,0.2,0.2,0.0,2,0,2,1,2,1,1,0,0,2017,1.0,Forward,PL
Dominic Calvert-Lewin,FW,75.0,0,0,0.1,0.1,0.1,2,0,1,2,1,0,0,0,0,2017,1.0,Forward,PL
Oumar Niasse,FW,15.0,1,0,0.9,0.9,0.0,1,1,0,2,0,1,0,0,0,2017,13.5,Forward,PL
Alexandre Lacazette,FW,77.0,1,0,0.9,0.9,0.0,4,3,2,3,1,0,0,0,0,2017,15.5,Forward,PL
Son Heung-min,FW,69.0,1,0,0.5,0.5,0.0,3,2,0,0,1,0,1,0,0,2017,16.0,Forward,PL
Harry Kane,FW,88.0,2,1,0.7,0.7,0.2,6,2,0,3,0,0,0,0,0,2017,32.0,Forward,PL
Roberto Firmino,FW,77.0,0,0,0.0,0.0,0.0,0,0,2,0,1,0,0,0,0,2017,-1.0,Forward,PL
Mohamed Salah,FW,90.0,1,0,0.4,0.4,0.1,3,3,0,1,3,0,0,0,0,2017,17.0,Forward,PL
Alex Oxlade-Chamberlain,FW,59.0,0,0,0.1,0.1,0.1,1,0,0,0,5,0,0,0,0,2017,1.5,Forward,PL
Marcus Rashford,FW,70.0,0,0,0.0,0.0,0.0,1,1,0,0,8,0,0,0,0,2017,3.0,Forward,PL
Son Heung-min,FW,62.0,0,0,0.0,0.0,0.0,1,0,3,1,0,1,1,0,0,2017,-0.5,Forward,PL
Dele Alli,FW,90.0,0,0,0.5,0.5,0.1,3,1,2,4,0,0,0,0,0,2017,2.0,Forward,PL
Wilfried Zaha,FW,90.0,1,0,0.3,0.3,0.0,6,3,2,2,2,1,0,0,0,2017,17.0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.0,0.0,0.0,0,0,0,5,8,0,0,0,0,2017,1.0,Forward,PL
Javier Hernández,FW,90.0,1,0,0.3,0.3,0.0,1,1,1,3,1,0,0,0,0,2017,12.0,Forward,PL
Roberto Firmino,LW,66.0,1,0,0.1,0.1,0.2,1,1,0,1,2,1,0,0,0,2017,13.5,Forward,PL
Mohamed Salah,RW,81.0,0,1,1.0,0.2,0.1,2,2,0,0,1,0,0,0,0,2017,10.0,Forward,PL
Dominic Solanke,FW,9.0,0,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,2017,3.0,Forward,PL
Jay Rodriguez,FW,90.0,1,0,0.3,0.3,0.1,2,1,0,1,2,0,0,0,0,2017,13.5,Forward,PL
Gabriel Jesus,FW,82.0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,1,1,0,2017,-2.5,Forward,PL
İlkay Gündoğan,FW,8.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Bernardo Silva,RW,61.0,0,0,0.0,0.0,0.1,0,0,0,2,2,0,0,0,0,2017,1.0,Forward,PL
Raheem Sterling,RW,29.0,1,0,0.8,0.8,0.8,1,1,0,3,0,0,0,0,0,2017,13.0,Forward,PL
Alexandre Lacazette,FW,81.0,0,0,0.1,0.1,0.1,1,1,1,0,0,1,0,0,0,2017,2.5,Forward,PL
Olivier Giroud,FW,9.0,0,0,0.2,0.2,0.0,2,0,0,0,0,1,0,0,0,2017,2.5,Forward,PL
Mesut Özil,RW,90.0,0,1,0.1,0.1,0.4,1,0,0,0,4,1,0,0,0,2017,7.0,Forward,PL
Tammy Abraham,FW,90.0,0,1,0.1,0.1,0.1,1,0,1,2,0,0,0,0,0,2017,5.5,Forward,PL
Jordan Ayew,FW,81.0,0,0,0.3,0.3,0.1,1,1,1,3,1,1,0,0,0,2017,2.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.2,0.2,0.0,1,0,2,0,1,0,0,1,0,2017,-2.5,Forward,PL
Richarlison,LW,90.0,0,0,0.3,0.3,0.0,3,0,2,1,1,0,1,1,0,2017,-1.0,Forward,PL
Will Hughes,RW,10.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Xherdan Shaqiri,RW,88.0,0,1,0.0,0.0,0.3,0,0,0,1,1,0,0,1,0,2017,4.0,Forward,PL
Jordon Ibe,FW,45.0,0,0,0.1,0.1,0.2,2,0,0,0,1,0,0,0,0,2017,2.0,Forward,PL
Callum Wilson,FW,16.0,0,0,0.2,0.2,0.0,1,0,2,0,0,0,0,0,0,2017,-0.5,Forward,PL
Michy Batshuayi,FW,11.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,2017,2.0,Forward,PL
Willian,FW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2017,1.5,Forward,PL
Glenn Murray,FW,90.0,1,0,0.2,0.2,0.0,2,1,2,3,0,1,0,1,0,2017,10.0,Forward,PL
Pascal Groß,FW,84.0,0,1,0.0,0.0,0.1,0,0,1,3,7,0,0,0,0,2017,5.0,Forward,PL
Sofiane Boufal,LW,72.0,0,0,0.0,0.0,0.1,1,0,0,2,1,2,1,0,0,2017,3.0,Forward,PL
Nathan Redmond,LW,18.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,2017,1.0,Forward,PL
Shane Long,RW,6.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,2017,1.5,Forward,PL
Jamie Vardy,FW,90.0,1,0,0.6,0.6,0.2,2,1,1,2,2,1,0,0,0,2017,13.0,Forward,PL
Riyad Mahrez,FW,75.0,0,1,0.1,0.1,0.8,1,1,0,0,3,2,1,0,0,2017,9.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,0,2,0,2,0,0,2017,2.0,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.1,0.1,0.0,2,1,3,4,0,1,0,0,0,2017,1.0,Forward,PL
Robbie Brady,LW,90.0,0,0,0.0,0.0,0.1,0,0,2,0,10,0,0,0,0,2017,-1.0,Forward,PL
Jeff Hendrick,FW,90.0,1,0,0.6,0.6,0.1,3,1,1,0,3,0,0,0,0,2017,13.0,Forward,PL
Jóhann Berg Guðmundsson,RW,90.0,0,1,0.0,0.0,0.7,1,0,1,0,3,0,0,1,0,2017,3.5,Forward,PL
Xherdan Shaqiri,RW,90.0,1,1,0.4,0.4,0.3,3,2,1,1,5,0,0,0,0,2017,19.5,Forward,PL
Jamie Vardy,FW,90.0,0,0,0.4,0.4,0.1,2,0,1,1,1,1,0,0,0,2017,1.5,Forward,PL
Jay Rodriguez,FW,90.0,0,0,0.2,0.2,0.0,4,1,1,0,2,0,0,0,0,2017,3.5,Forward,PL
Jordan Ayew,LW,79.0,0,0,0.1,0.1,0.0,1,0,3,1,0,0,2,0,0,2017,-0.5,Forward,PL
Oliver McBurnie,LW,11.0,0,0,0.1,0.1,0.0,1,1,0,1,0,0,0,0,0,2017,3.0,Forward,PL
Tammy Abraham,RW,90.0,0,0,0.4,0.4,0.2,2,1,2,1,1,0,0,0,0,2017,1.5,Forward,PL
Glenn Murray,FW,79.0,1,0,0.6,0.6,0.0,2,1,1,4,0,0,0,0,0,2017,12.5,Forward,PL
Pascal Groß,FW,85.0,0,0,0.0,0.0,0.0,1,0,0,0,9,0,0,0,0,2017,1.5,Forward,PL
Ayoze Pérez,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Dwight Gayle,FW,90.0,0,0,0.1,0.1,0.1,1,0,2,2,0,1,0,0,0,2017,0.0,Forward,PL
Joshua King,FW,90.0,0,0,0.2,0.2,0.5,3,1,1,1,1,0,0,0,0,2017,3.0,Forward,PL
Callum Wilson,FW,75.0,0,0,0.4,0.4,0.0,2,1,2,2,2,0,1,0,0,2017,2.0,Forward,PL
Adam Smith,FW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Nathan Redmond,LW,90.0,0,0,0.2,0.2,0.0,3,1,0,1,6,0,1,0,0,2017,4.5,Forward,PL
Shane Long,FW,14.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,2017,2.0,Forward,PL
Chris Wood,FW,65.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2017,1.5,Forward,PL
Javier Hernández,FW,72.0,0,0,0.4,0.4,0.0,2,0,1,4,0,0,0,0,0,2017,1.0,Forward,PL
Andy Carroll,FW,45.0,0,0,0.0,0.0,0.1,0,0,2,0,0,0,0,0,0,2017,-1.0,Forward,PL
Roberto Firmino,FW,87.0,0,0,0.3,0.3,0.1,3,1,3,1,1,3,0,0,0,2017,2.5,Forward,PL
Dominic Solanke,FW,3.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2017,0.5,Forward,PL
Mohamed Salah,FW,90.0,2,0,0.5,0.5,0.1,3,3,0,0,3,0,0,0,0,2017,27.0,Forward,PL
Harry Kane,FW,77.0,0,0,0.1,0.1,0.2,2,1,0,1,0,0,1,0,0,2017,4.0,Forward,PL
Son Heung-min,FW,90.0,1,0,0.3,0.3,0.0,2,1,0,1,4,2,0,0,0,2017,14.5,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.3,0.3,0.1,3,0,1,2,1,1,0,0,0,2017,2.0,Forward,PL
Andros Townsend,FW,90.0,0,0,0.1,0.1,0.2,3,1,1,0,2,0,0,1,0,2017,1.0,Forward,PL
Raheem Sterling,FW,78.0,0,0,0.0,0.0,0.0,0,0,1,2,2,0,0,0,0,2017,0.0,Forward,PL
Sergio Agüero,FW,62.0,1,0,0.9,0.2,0.0,1,0,0,1,1,1,1,0,0,2017,12.5,Forward,PL
Gabriel Jesus,FW,28.0,1,0,0.9,0.9,0.0,2,2,2,0,0,0,0,0,0,2017,13.0,Forward,PL
Bernardo Silva,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Jack Wilshere,FW,12.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2017,0.0,Forward,PL
Alexandre Lacazette,FW,34.0,1,0,0.2,0.2,0.0,1,1,2,0,0,1,0,1,0,2017,9.5,Forward,PL
Oumar Niasse,FW,90.0,1,0,0.8,0.8,0.4,2,1,2,4,0,1,0,0,0,2017,12.0,Forward,PL
Dominic Calvert-Lewin,LW,22.0,1,0,0.1,0.1,0.0,1,1,1,1,1,0,1,0,0,2017,12.5,Forward,PL
Gylfi Sigurðsson,RW,85.0,0,0,0.3,0.3,0.0,1,1,0,1,5,0,3,0,0,2017,4.5,Forward,PL
Aaron Lennon,RW,5.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2017,0.0,Forward,PL
Andre Gray,FW,90.0,0,1,0.0,0.0,0.5,0,0,1,1,1,0,0,0,0,2017,5.0,Forward,PL
Willian,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2017,1.0,Forward,PL
Marcus Rashford,FW,90.0,0,0,0.3,0.3,0.3,4,0,1,0,9,0,0,0,0,2017,2.0,Forward,PL
Alexandre Lacazette,FW,73.0,0,1,0.1,0.1,0.5,1,0,1,1,0,1,0,0,0,2017,6.0,Forward,PL
Dele Alli,FW,75.0,0,0,0.1,0.1,0.0,2,0,2,1,0,0,0,0,0,2017,0.0,Forward,PL
Son Heung-min,FW,15.0,0,0,0.2,0.2,0.0,2,0,0,0,0,0,0,0,0,2017,2.0,Forward,PL
Harry Kane,FW,75.0,0,0,0.4,0.4,0.1,5,2,2,1,0,0,1,1,0,2017,3.0,Forward,PL
